Wafer_ID,Lot_Num,Wafer_Num,Date,Ox_Chamber,Ox_Type,Ox_Temp,Ox_ppm,Ox_Pressure,Ox_Time,Ox_Thickness,photo_soft_Chamber,resist_uniformity,N2_HMDS,pressure_HMDS,temp_HMDS,temp_HMDS_bake,time_HMDS_bake,spin1_rpm,spin2_rpm,spin3_rpm,PR_amount,temp_softbake,time_softbake,litho_Chamber,CD,UV_type,Resolution,Energy_Exposure,Etching_Chamber,Etch_Drop_10_20,Etch_Drop_20_30,Etch_Drop_30_40,Etch_Total_Drop,Temp_Etching,Source_Power,Selectivity,Ion_Chamber,Flux60s,Flux90s,Flux160s,Flux480s,Flux840s,Ion_Energy,Ion_Temp,Furnace_Temp,RTA_Temp,Target,Error_type
NOLSM32523944,22,49,2025-05-07,2,dry,874.84,32.86,0.08,32,695.64,1,1.591,17.089,14.885,20.009,196.737,89.893,500.616,4071.732,5013.081,5.098,91.873,30.007,3,23.71,G,559.29,108.226,1,2055.0,2307.0,1033.0,5395.0,71.179,52.133,1.057,1,1.81e+16,2.24e+16,1.04e+18,3.01e+17,6e+17,32501.632,103.019,925,155,81,none
NOLSM32523945,22,50,2025-05-07,2,dry,887.95,37.89,0.37,30,713.72,1,1.243,16.595,14.907,19.858,197.561,90.008,501.226,3985.475,5033.089,5.04,91.621,29.859,3,28.634,G,551.571,107.968,2,2073.0,2164.0,1264.0,5501.0,71.435,50.831,1.334,2,2440000000000000.0,1.06e+17,6020000000000000.0,3e+17,6e+17,32500.335,103.108,926,155,87,none
NOLSM32523946,22,51,2025-05-07,2,dry,879.85,39.97,0.27,28,712.25,1,1.198,16.656,15.17,20.004,198.058,90.018,500.394,3978.749,5011.122,5.179,91.769,29.902,3,29.476,G,555.175,108.559,3,2084.0,2296.0,1069.0,5449.0,71.129,50.876,1.059,3,1.05e+16,4790000000000000.0,4.11e+17,3e+17,6e+17,32501.517,102.941,929,154,120,none
NOLSM32523947,22,52,2025-05-07,2,dry,888.2,35.72,0.17,31,713.62,1,1.734,17.346,14.985,20.143,197.098,90.003,500.577,4055.866,5018.69,5.169,91.857,29.962,3,26.014,G,559.444,108.309,1,2043.0,2234.0,1188.0,5465.0,71.305,51.218,0.986,1,6910000000000000.0,1.1e+17,6890000000000000.0,3.01e+17,6e+17,32501.296,103.277,929,155,114,none
NOLSM32523948,22,53,2025-05-07,2,dry,883.58,28.57,0.07,30,713.98,1,1.813,16.23,15.107,19.943,197.866,89.94,500.447,4029.041,5014.668,4.933,91.535,30.054,3,29.073,G,553.356,107.817,2,2068.0,2176.0,1261.0,5505.0,71.429,51.182,0.965,2,2.03e+16,1.45e+17,9.62e+16,3e+17,6e+17,32498.937,102.981,925,154,54,none
NOLSM32523949,22,54,2025-05-07,2,dry,890.07,34.63,0.19,27,712.73,1,1.746,16.782,15.021,19.939,197.219,90.024,499.725,3971.305,4993.291,4.997,91.392,29.85,3,20.324,G,552.545,107.986,3,2052.0,2168.0,1310.0,5530.0,71.363,51.872,1.166,3,1.82e+16,1.82e+17,6.58e+17,3.01e+17,6e+17,32501.088,103.127,924,155,84,none
NOLSM32523950,2,1,2025-05-07,1,dry,1058.92,32.3,0.15,114,707.5,1,1.99,16.975,15.079,20.101,198.115,89.968,503.142,4084.929,4933.896,5.129,90.638,29.914,2,43.657,H,472.994,106.864,2,2087.0,2249.0,997.0,5333.0,70.418,51.13,1.05,2,5930000000000000.0,9.22e+16,1.2e+17,3e+17,6e+17,31490.806,105.777,890,154,91,none
NOLSM32523951,2,2,2025-05-07,1,wet,1240.19,37.46,0.26,106,707.23,1,2.03,13.894,14.823,19.955,199.455,90.043,493.803,4045.12,5009.539,4.887,89.475,29.906,3,44.849,G,534.402,109.346,3,2043.0,2212.0,1169.0,5424.0,72.009,52.594,0.911,3,1.12e+16,9.48e+16,5.56e+17,3.01e+17,6e+17,32725.023,103.938,911,156,109,none
NOLSM32523952,2,3,2025-05-07,1,wet,1097.05,32.74,0.01,165,714.27,2,1.268,14.477,14.96,20.123,199.486,89.958,504.002,4010.187,5055.349,5.069,92.773,29.999,1,42.373,G,541.35,107.232,3,2070.0,2217.0,950.0,5237.0,71.557,51.306,0.973,3,7300000000000000.0,6.26e+16,8.16e+17,3.01e+17,6e+17,31538.342,103.879,896,152,93,none
NOLSM32523953,2,4,2025-05-07,1,dry,1132.96,32.2,0.25,174,704.51,2,0.131,13.513,14.842,20.038,200.751,89.959,499.711,4080.075,5004.24,4.978,91.991,30.1,3,46.008,H,542.17,107.061,1,2061.0,2073.0,1447.0,5581.0,71.625,50.483,0.987,1,1.79e+16,9.12e+16,6.31e+17,3e+17,6e+17,31998.196,100.44,920,154,42,none
NOLSM32523954,2,5,2025-05-07,1,wet,1023.25,38.02,0.05,75,699.45,3,1.004,14.822,15.141,19.897,197.187,89.991,499.428,4039.575,5118.891,4.811,90.974,30.043,1,63.135,H,511.046,108.286,1,2034.0,1998.0,1176.0,5208.0,71.011,50.628,1.186,1,9720000000000000.0,8.64e+16,6.33e+17,3e+17,6e+17,31811.643,103.228,923,154,149,none
NOLSM32523955,2,6,2025-05-07,1,wet,1101.52,31.77,0.09,167,702.73,3,1.643,17.502,15.186,19.986,195.682,89.974,498.575,4103.956,4976.337,5.125,90.805,30.068,3,34.844,H,518.325,106.186,3,2063.0,2407.0,864.0,5334.0,71.38,51.799,1.201,3,1.34e+16,1.69e+17,3.92e+17,3.01e+17,6e+17,32124.295,104.285,900,157,77,none
NOLSM32523956,2,7,2025-05-07,2,wet,1159.62,30.4,0.16,151,706.31,1,1.116,18.764,14.841,20.077,205.495,89.999,495.281,4036.462,5079.215,5.155,94.536,30.033,1,34.12,H,541.38,111.019,3,2050.0,2127.0,1144.0,5321.0,71.198,50.872,0.939,3,8520000000000000.0,1.9e+17,5.61e+17,2.98e+17,6e+17,30891.388,100.382,910,154,105,none
NOLSM32523957,2,8,2025-05-07,2,dry,1040.97,35.81,0.28,113,712.95,1,1.358,18.034,15.084,19.887,193.359,90.141,495.879,4082.852,5024.686,4.895,92.954,30.223,2,24.109,G,520.367,107.771,2,2008.0,2130.0,1251.0,5389.0,70.803,50.907,1.055,2,9280000000000000.0,1.04e+17,8.95e+17,3.01e+17,6e+17,31516.855,105.987,885,153,176,none
NOLSM32523958,2,9,2025-05-07,2,dry,1131.98,42.73,0.22,64,703.87,1,0.898,13.204,15.039,19.949,200.791,90.054,499.24,4002.939,4996.565,5.082,92.488,30.211,3,64.645,I,495.663,108.033,1,2026.0,2064.0,1120.0,5210.0,69.867,52.002,0.927,1,1.42e+16,1.32e+17,8e+17,3e+17,6e+17,31790.37,100.634,867,150,115,none
NOLSM32523959,2,10,2025-05-07,2,dry,1011.59,27.08,0.2,113,711.45,2,1.239,17.806,14.976,20.005,197.805,90.005,505.475,4067.917,5103.457,4.776,94.63,29.939,1,34.299,G,546.737,108.933,1,2062.0,2162.0,1345.0,5569.0,70.811,51.486,1.026,1,6520000000000000.0,8.25e+16,6.08e+17,3.01e+17,6e+17,32067.689,102.647,901,154,69,none
NOLSM32523960,2,11,2025-05-07,2,wet,1096.82,39.2,0.38,147,723.2,2,1.435,15.656,14.964,19.909,204.19,90.022,503.273,4024.405,5011.199,4.945,89.628,29.97,2,43.472,G,500.761,106.811,2,2051.0,2309.0,806.0,5166.0,70.783,51.074,0.98,2,1.42e+16,1.49e+17,5.79e+17,3.01e+17,6e+17,31126.953,105.024,893,158,128,none
NOLSM32523961,2,12,2025-05-07,2,wet,910.94,29.26,0.235,128,713.21,2,1.609,19.337,14.854,19.854,202.141,89.9,500.243,4021.598,5107.274,5.013,92.836,29.887,3,43.843,H,539.476,108.862,3,2093.0,2179.0,842.0,5114.0,69.982,51.324,0.962,3,1.13e+16,1.13e+17,3.72e+17,2.99e+17,6e+17,31104.25,102.71,923,157,129,none
NOLSM32523962,2,13,2025-05-07,2,dry,1166.97,27.5,0.08,68,708.28,3,1.326,15.244,15.19,19.821,200.561,90.044,503.453,4030.923,5017.718,4.918,90.291,29.971,1,50.522,H,503.39,107.804,3,2077.0,2149.0,1095.0,5321.0,70.89,51.808,1.096,3,1.11e+16,1.23e+17,4.51e+17,3.02e+17,6e+17,32566.712,100.034,887,155,132,none
NOLSM32523963,2,14,2025-05-07,2,wet,1031.14,34.06,0.4,129,709.38,3,1.771,14.941,15.155,20.141,198.547,89.963,506.093,4016.106,4899.054,5.138,93.809,29.833,2,59.577,G,550.683,107.574,2,2110.0,2106.0,1133.0,5349.0,71.78,51.317,1.14,2,1.03e+16,8.15e+16,6.38e+17,3.01e+17,6e+17,32521.808,99.593,892,153,99,none
NOLSM32523964,2,15,2025-05-07,2,wet,1180.34,37.92,0.27,179,702.88,3,1.266,15.423,14.558,19.921,196.907,89.991,500.192,3995.848,5040.47,5.051,92.181,30.023,3,50.806,G,509.455,106.949,1,2059.0,2439.0,991.0,5489.0,70.128,51.137,1.049,1,1.33e+16,3.68e+16,4.29e+17,3.01e+17,6e+17,31358.432,105.127,899,152,62,none
NOLSM32523965,2,16,2025-05-07,3,dry,1030.78,33.73,0.4,55,705.54,1,1.569,15.29,15.11,20.213,201.631,90.007,503.152,4068.688,5097.517,5.103,93.224,30.035,1,30.147,I,536.545,109.884,1,2033.0,2307.0,902.0,5242.0,71.705,50.981,1.107,1,1.06e+16,1.22e+16,3.96e+17,3.01e+17,6e+17,31818.332,102.63,920,152,125,none
NOLSM32523966,2,17,2025-05-07,3,wet,1154.19,33.15,0.24,121,695.13,1,1.315,19.351,14.858,19.961,200.44,90.09,501.271,4031.845,5025.834,4.772,92.375,30.093,2,51.17,G,516.222,108.212,2,2103.0,2016.0,1300.0,5419.0,71.008,52.227,1.019,2,1.69e+16,9.4e+16,5.7e+17,3.01e+17,6e+17,31391.126,106.159,911,159,97,none
NOLSM32523967,2,18,2025-05-07,3,wet,984.74,35.26,0.31,125,699.49,1,1.264,14.183,15.102,20.004,195.67,90.01,502.147,4061.113,4970.827,4.963,91.328,29.999,3,51.152,G,540.794,107.896,3,2091.0,2172.0,1266.0,5529.0,70.634,51.758,1.096,3,6160000000000000.0,1.62e+17,5.93e+17,3.01e+17,6e+17,32378.399,104.634,900,150,62,none
NOLSM32523968,2,19,2025-05-07,3,wet,1141.59,25.27,0.26,186,709.51,2,1.631,15.951,14.921,20.032,203.918,90.009,504.872,4055.237,5070.058,5.029,93.315,30.159,1,34.185,G,556.867,108.02,3,2051.0,2149.0,1109.0,5309.0,71.057,51.995,0.947,3,1.05e+16,1.83e+17,6.4e+17,3e+17,6e+17,31655.87,106.247,892,151,157,none
NOLSM32523969,2,20,2025-05-07,3,wet,1183.74,32.29,0.3,178,703.49,2,1.698,15.421,15.221,19.954,201.867,90.065,500.512,4080.589,4922.321,4.99,92.389,29.945,2,29.08,G,533.36,108.671,2,2062.0,2169.0,998.0,5229.0,71.258,51.382,1.176,2,1.22e+16,8.92e+16,1.19e+17,3e+17,6e+17,31475.07,104.395,867,155,184,none
NOLSM32523970,2,21,2025-05-07,3,dry,1225.94,31.04,0.13,135,694.02,2,1.423,16.41,14.874,20.17,203.298,90.036,502.767,3892.248,5020.337,4.874,92.597,29.895,3,58.296,H,518.413,109.072,1,2050.0,1996.0,1357.0,5403.0,70.115,51.883,0.997,1,1.01e+16,1.34e+17,5.19e+17,3.01e+17,6e+17,32535.529,101.012,894,153,128,none
NOLSM32523971,2,22,2025-05-07,3,dry,1189.54,44.38,0.3,91,712.17,3,1.114,15.417,15.087,19.94,199.995,89.847,497.581,4003.704,4987.337,5.128,90.082,29.963,1,50.031,H,511.148,107.298,1,2078.0,2155.0,1088.0,5321.0,72.17,50.761,1.159,1,6900000000000000.0,7.73e+16,7.22e+17,3e+17,6e+17,30855.401,104.131,891,151,171,none
NOLSM32523972,2,23,2025-05-07,3,wet,1080.15,32.58,0.16,90,707.54,3,1.028,15.636,15.156,20.079,203.149,90.074,495.432,4108.322,5063.531,5.277,91.863,30.098,2,48.238,G,535.025,108.121,2,2068.0,2236.0,1068.0,5372.0,70.293,50.373,0.979,2,1.58e+16,7.24e+16,1.7e+17,3e+17,6e+17,31108.206,102.169,871,159,59,none
NOLSM32523973,2,24,2025-05-07,3,dry,1139.69,37.24,0.23,86,706.76,3,0.89,15.42,15.094,20.164,198.056,90.026,502.074,3948.82,4974.772,5.181,91.984,29.773,3,47.317,I,500.102,108.281,3,2087.0,2260.0,1138.0,5485.0,70.421,50.03,1.123,3,9800000000000000.0,1.17e+17,9.72e+17,2.99e+17,6e+17,31638.79,105.591,920,157,42,none
NOLSM32523974,2,25,2025-05-07,1,dry,1070.57,35.3,0.24,56,714.69,1,0.835,15.164,14.912,19.911,200.815,90.04,503.332,3957.587,5089.431,4.94,94.651,29.857,1,49.16,G,511.103,109.275,3,2053.0,2178.0,1213.0,5444.0,70.968,50.99,1.018,3,6710000000000000.0,1.33e+17,5.45e+17,3.01e+17,6e+17,32033.239,104.057,905,152,94,none
NOLSM32523975,2,26,2025-05-07,1,wet,1035.73,39.81,0.29,126,697.31,1,1.297,17.84,14.875,20.052,201.915,90.054,500.419,4004.696,4966.31,5.046,91.65,29.995,2,41.609,I,522.15,108.654,2,2073.0,2277.0,758.0,5108.0,70.545,50.492,0.867,2,1.28e+16,7.66e+16,5.94e+17,2.99e+17,6e+17,31929.418,102.706,893,154,114,none
NOLSM32523976,2,27,2025-05-07,1,dry,1162.95,38.2,0.24,107,716.46,1,1.401,19.389,14.845,19.961,198.008,89.848,504.798,3886.508,4933.795,4.929,92.389,29.967,3,46.189,G,499.674,107.452,1,2017.0,2010.0,1291.0,5318.0,72.456,51.772,0.99,1,1.78e+16,7.44e+16,7.06e+17,3.01e+17,6e+17,32768.965,102.056,898,155,157,none
NOLSM32523977,22,1,2025-05-07,3,dry,871.48,22.2,0.2,223,712.97,2,0.944,16.948,14.887,19.696,203.207,89.941,503.115,4062.915,5078.852,4.89,92.622,29.964,1,30.245,G,556.032,108.457,1,2041.0,2219.0,1231.0,5491.0,71.415,51.477,0.916,1,4050000000000000.0,3.16e+16,9.62e+16,3e+17,6e+17,32198.071,103.78,919,156,93,none
NOLSM32523978,22,2,2025-05-07,3,dry,871.49,22.23,0.28,222,711.4,2,0.828,17.203,14.831,19.844,202.305,90.004,502.51,4048.135,5060.51,5.006,92.796,30.143,2,26.881,G,547.714,108.615,2,2073.0,2244.0,1203.0,5520.0,71.052,51.462,1.111,2,1.44e+16,2.24e+16,6.58e+17,3e+17,6e+17,32300.248,103.646,921,155,102,none
NOLSM32523979,22,3,2025-05-07,3,dry,871.95,22.08,0.35,223,712.58,2,0.384,16.519,14.981,19.823,203.078,89.874,502.842,4055.892,5069.818,4.916,92.868,30.183,3,31.548,G,550.301,108.828,3,2078.0,2141.0,1255.0,5474.0,71.068,51.499,1.073,3,1.21e+16,1.06e+17,6.48e+17,2.99e+17,6e+17,32297.573,103.693,923,156,108,none
NOLSM32523980,22,4,2025-05-07,3,dry,871.27,22.2,0.12,223,712.98,3,1.055,17.199,15.085,20.016,202.913,89.885,502.962,4057.155,5071.469,5.18,93.254,30.005,1,37.236,G,553.29,109.081,3,2059.0,2257.0,1179.0,5495.0,71.294,51.497,0.971,3,2.18e+16,4790000000000000.0,561000000000000.0,3.01e+17,6e+17,32297.005,103.502,927,155,99,none
NOLSM32523981,22,5,2025-05-07,3,dry,871.39,22.08,0.19,224,713.15,3,0.93,16.449,14.909,20.037,203.057,90.109,503.025,4064.813,5081.033,4.861,92.757,30.006,2,30.26,G,553.57,108.957,2,2075.0,2277.0,1169.0,5521.0,71.27,51.822,0.992,2,1.34e+16,1.1e+17,3.01e+17,3e+17,6e+17,32300.135,103.866,925,156,72,none
NOLSM32523982,22,6,2025-05-07,3,dry,871.69,22.24,0.31,224,713.54,3,0.442,16.796,15.239,20.033,202.93,89.858,502.771,4055.8,5069.78,5.003,92.824,29.96,3,32.725,G,558.406,108.861,1,2088.0,2045.0,1344.0,5477.0,71.215,51.728,1.17,1,4660000000000000.0,973000000000000.0,11180016284.0,3.01e+17,6e+17,32199.301,103.919,925,156,102,none
NOLSM32523983,22,7,2025-05-07,1,dry,871.98,22.04,0.34,224,714.07,1,0.91,16.859,14.856,20.016,203.254,90.094,503.425,4066.522,5083.253,5.171,92.492,29.889,1,17.165,G,537.141,108.269,1,2060.0,2256.0,1195.0,5511.0,71.326,51.453,0.99,1,1.1e+16,6.66e+16,5.2e+17,3e+17,6e+17,32299.987,103.62,920,155,45,none
NOLSM32523984,22,8,2025-05-07,1,dry,871.64,22.08,0.19,224,713.49,1,1.193,16.294,14.805,20.042,202.129,90.094,502.222,4043.911,5055.083,5.037,92.506,29.871,2,28.724,G,550.972,108.721,2,2088.0,2284.0,1179.0,5551.0,71.262,51.403,0.93,2,6300000000000000.0,4.31e+16,9.92e+16,3e+17,6e+17,32299.157,103.38,925,155,39,none
NOLSM32523985,22,9,2025-05-07,1,dry,871.82,22.15,0.22,225,714.33,1,0.529,17.324,15.014,19.947,202.608,89.874,502.79,4053.781,5066.936,5.116,92.485,29.926,3,29.459,G,550.977,108.128,3,2072.0,2198.0,1230.0,5500.0,71.626,51.428,1.07,3,8110000000000000.0,1.61e+16,328000000000000.0,2.99e+17,6e+17,32300.728,103.226,920,155,75,none
NOLSM32523986,22,10,2025-05-07,1,dry,871.64,22.12,0.3,223,712.85,2,0.775,16.395,15.073,20.199,202.572,89.912,502.367,4048.684,5060.98,5.26,92.568,30.081,1,26.753,G,554.372,108.188,3,2079.0,2197.0,1237.0,5513.0,71.3,51.254,1.015,3,1.4e+16,1.02e+17,3.07e+17,3.02e+17,6e+17,32297.238,103.161,920,155,69,none
NOLSM32523987,22,11,2025-05-07,1,dry,871.55,22.09,0.15,224,713.23,2,0.816,17.423,15.126,20.135,202.705,90.106,502.506,4050.402,5062.93,5.137,93.311,29.894,2,34.021,G,547.371,109.255,2,2050.0,2225.0,1233.0,5508.0,71.337,51.564,0.896,2,9230000000000000.0,358000000000000.0,4450000000000000.0,3.01e+17,6e+17,32300.467,103.737,930,156,99,none
NOLSM32523988,22,12,2025-05-07,1,dry,871.57,22.27,0.22,226,715.17,2,0.489,17.485,14.992,19.966,203.012,89.891,502.987,4059.008,5073.827,5.071,92.667,29.95,3,29.928,G,548.736,108.566,1,2075.0,2277.0,1220.0,5572.0,71.668,51.501,1.067,1,8780000000000000.0,2.11e+16,2.77e+17,3e+17,6e+17,32301.787,103.599,924,155,66,none
NOLSM32523989,22,13,2025-05-07,1,dry,872.2,22.14,0.22,225,714.01,3,1.056,16.604,15.116,19.732,202.869,89.902,502.994,4060.49,5075.535,5.119,92.074,29.992,1,19.714,G,552.467,107.664,1,2070.0,2240.0,1205.0,5515.0,71.423,51.076,1.129,1,2.13e+16,8.91e+16,1.12e+18,3e+17,6e+17,32295.254,103.244,917,155,69,none
NOLSM32523990,22,14,2025-05-07,1,dry,871.81,22.3,0.22,224,713.78,3,0.717,15.967,15.02,20.005,201.893,89.889,501.808,4035.744,5044.966,5.178,92.179,29.992,2,21.448,G,557.001,107.809,2,2086.0,2331.0,1182.0,5599.0,71.28,51.3,1.035,2,1.71e+16,1.65e+17,1.19e+17,3e+17,6e+17,32299.316,103.073,917,155,18,none
NOLSM32523991,22,15,2025-05-07,1,dry,871.69,22.03,0.2,224,713.26,3,0.707,16.692,14.94,20.005,201.563,89.969,501.488,4031.107,5038.993,4.997,92.359,30.131,3,28.157,G,548.928,107.817,3,2072.0,2194.0,1182.0,5448.0,71.137,51.046,1.086,3,1.93e+16,1.85e+17,6.74e+17,2.99e+17,6e+17,32301.65,102.902,918,154,84,none
NOLSM32523992,22,16,2025-05-07,2,dry,872.9,22.17,0.34,221,710.73,1,0.963,17.937,15.108,19.944,200.254,89.925,500.275,4005.486,5006.835,5.075,91.934,30.12,1,40.454,G,551.126,109.439,3,2058.0,2293.0,1161.0,5512.0,71.245,51.836,0.911,3,8670000000000000.0,2410000000000000.0,1050000000000000.0,2.98e+17,6e+17,32501.181,104.48,927,157,45,none
NOLSM32523993,22,17,2025-05-07,2,dry,872.31,22.27,0.26,221,711.08,1,0.993,15.615,15.082,19.944,201.108,90.086,500.904,4019.31,5024.32,4.949,92.122,30.022,2,25.447,G,548.857,108.618,2,2060.0,2163.0,1285.0,5508.0,71.269,51.608,1.124,2,7580000000000000.0,7.07e+16,1.94e+17,3.01e+17,6e+17,32501.897,104.013,927,156,57,none
NOLSM32523994,22,18,2025-05-07,2,dry,872.63,22.17,0.22,221,710.94,1,1.062,16.824,15.017,19.885,200.921,89.869,500.987,4019.699,5024.652,4.961,92.007,30.193,3,28.996,G,549.861,108.142,1,2091.0,2258.0,1184.0,5533.0,71.254,51.715,1.121,1,9880000000000000.0,5.59e+16,5.93e+17,2.99e+17,6e+17,32498.592,103.519,927,155,51,none
NOLSM32523995,22,19,2025-05-07,2,dry,872.33,22.32,0.28,222,711.85,2,0.734,16.906,14.916,19.947,201.038,90.137,500.934,4022.041,5027.797,5.068,92.313,29.719,1,32.452,G,555.845,108.607,1,2058.0,2237.0,1226.0,5521.0,71.053,51.322,1.206,1,9500000000000000.0,6.42e+16,3.64e+17,3.01e+17,6e+17,32500.262,103.047,926,155,66,none
NOLSM32523996,22,20,2025-05-07,2,dry,872.44,22.32,0.03,223,712.9,2,0.657,16.217,15.126,19.857,201.979,90.003,502.06,4041.398,5051.675,5.047,92.091,29.906,2,24.563,G,545.518,108.472,2,2072.0,2217.0,1216.0,5505.0,71.222,51.477,1.076,2,9800000000000000.0,8.06e+16,1.27e+16,3e+17,6e+17,32497.722,104.023,926,156,75,none
NOLSM32523997,22,21,2025-05-07,2,dry,872.14,22.18,0.31,223,713.19,2,0.899,16.328,15.18,20.079,201.535,90.031,501.552,4030.573,5038.211,4.924,92.305,29.8,3,31.147,G,565.195,107.797,3,2070.0,2248.0,1222.0,5540.0,71.177,51.623,1.121,3,2.08e+16,2e+17,1.25e+18,3.01e+17,6e+17,32501.734,103.565,926,155,81,none
NOLSM32523998,22,22,2025-05-07,2,dry,872.46,22.32,0.4,222,712.11,3,1.216,16.949,15.047,19.93,200.671,90.014,500.281,4010.53,5013.171,5.147,91.904,29.902,2,23.821,G,559.295,108.083,2,2055.0,2307.0,1033.0,5395.0,71.335,51.347,1.061,2,1.97e+16,8.13e+16,11900000000000.0,3.01e+17,6e+17,32501.407,102.935,925,155,81,none
NOLSM32523999,22,23,2025-05-07,2,dry,872.53,22.08,0.31,224,713.53,3,0.89,16.709,15.016,19.915,201.308,89.98,501.254,4026.714,5033.138,5.03,91.589,30.175,3,28.845,G,551.56,107.847,1,2073.0,2164.0,1264.0,5501.0,71.286,51.367,1.028,1,1.42e+16,1.18e+17,8.5e+17,3e+17,6e+17,32500.34,103.11,926,155,87,none
NOLSM32524000,22,24,2025-05-07,3,dry,872.16,22.03,0.4,223,712.22,1,0.774,16.48,14.918,19.95,200.485,89.982,500.446,4008.825,5011.27,4.991,91.606,30.033,1,29.545,G,555.37,108.339,1,2084.0,2296.0,1069.0,5449.0,71.137,51.101,0.94,1,1.63e+16,1.39e+17,9.07e+17,3e+17,6e+17,32501.37,102.915,929,154,120,none
NOLSM32524001,22,25,2025-05-07,3,dry,872.0,22.13,0.25,224,713.73,1,0.975,17.339,14.734,19.99,200.798,90.028,500.916,4014.856,5018.635,5.041,91.82,30.076,2,25.929,G,559.445,108.036,2,2043.0,2234.0,1188.0,5465.0,71.22,51.392,0.957,2,2690000000000000.0,4590000000000.0,1400000000000000.0,3.01e+17,6e+17,32501.354,103.313,929,155,114,none
NOLSM32524002,22,26,2025-05-07,3,dry,871.99,21.96,0.26,224,713.86,1,0.954,16.352,15.043,20.03,200.445,90.003,500.712,4011.731,5014.542,5.182,91.666,30.159,3,28.93,G,553.518,107.969,3,2068.0,2176.0,1261.0,5505.0,71.284,51.135,0.974,3,2.03e+16,1.45e+17,7.19e+17,3e+17,6e+17,32498.774,102.974,925,154,72,none
NOLSM32524003,22,27,2025-05-07,3,dry,872.12,22.18,0.25,223,712.81,2,0.76,16.833,15.004,20.07,199.722,90.061,499.696,3994.716,4993.525,4.999,91.304,29.982,1,20.149,G,552.395,107.942,3,2052.0,2168.0,1310.0,5530.0,71.12,51.377,1.196,3,1.82e+16,1.82e+17,3.22e+17,3.01e+17,6e+17,32501.292,102.986,924,155,78,none
NOLSM32524004,3,28,2025-05-08,1,dry,1150.74,38.48,0.35,96,715.19,3,1.149,13.883,15.009,20.116,200.053,89.976,501.27,4047.574,4940.919,4.893,93.127,30.014,1,51.031,G,472.803,106.412,1,2005.0,2121.0,1309.0,5435.0,72.111,51.584,1.106,1,1.14e+16,6.87e+16,3.72e+17,3.01e+17,6e+17,32331.228,102.824,923,157,115,none
NOLSM32524005,3,29,2025-05-08,1,dry,942.11,40.44,0.13,86,710.54,3,1.334,17.988,14.721,20.008,198.227,89.908,496.482,3955.483,5026.705,5.25,91.086,30.066,1,19.461,I,482.382,105.943,2,2058.0,2113.0,863.0,5034.0,71.565,51.755,0.969,2,1.2e+16,4.77e+16,1.15e+18,3e+17,6e+17,32326.812,102.229,901,154,190,none
NOLSM32524006,3,30,2025-05-08,1,wet,1216.32,31.68,0.2,64,709.23,3,1.82,16.119,15.155,19.997,201.976,90.127,501.7,4062.777,4976.29,4.913,91.367,29.872,1,37.625,H,543.145,109.82,3,2103.0,2159.0,1038.0,5300.0,70.676,51.519,1.295,3,1.11e+16,1.06e+17,2.61e+17,3.02e+17,6e+17,31066.226,103.587,897,151,76,none
NOLSM32524007,3,31,2025-05-08,1,dry,1133.2,26.46,0.14,118,712.59,3,1.725,13.42,15.001,19.956,198.261,89.89,495.829,4071.623,4920.223,5.009,90.909,29.872,1,57.642,H,512.051,109.159,1,2091.0,2184.0,987.0,5262.0,70.87,51.294,1.072,1,3420000000000000.0,8.51e+16,6.48e+17,3.01e+17,6e+17,31523.071,102.083,873,154,227,Edge-Loc
NOLSM32524008,3,32,2025-05-08,1,wet,1099.01,48.57,0.3,205,711.42,3,1.704,13.001,14.986,20.009,199.503,89.965,500.43,3985.548,5053.206,4.879,92.244,29.978,1,32.446,I,543.954,108.329,2,2067.0,2191.0,1033.0,5291.0,69.257,51.963,0.849,2,1.2e+16,1.31e+17,2.83e+17,3e+17,6e+17,33101.436,100.79,866,150,102,none
NOLSM32524009,3,33,2025-05-08,1,dry,1142.44,29.87,0.31,105,715.57,3,0.922,18.66,14.973,20.057,206.346,89.872,502.215,3978.688,5071.94,5.027,92.055,29.867,1,35.538,G,524.33,107.787,3,2081.0,1950.0,1362.0,5393.0,70.282,51.449,0.989,3,1.37e+16,1.03e+17,9.18e+17,2.98e+17,6e+17,30821.326,103.258,895,157,121,none
NOLSM32524010,3,34,2025-05-08,1,dry,1062.89,36.95,0.35,160,709.68,3,1.382,15.049,15.165,19.924,200.138,89.951,503.351,4055.931,5003.636,5.106,91.939,30.067,1,34.818,G,508.537,106.605,1,2021.0,2237.0,1104.0,5362.0,69.984,50.871,0.892,1,1.5e+16,1.06e+17,6.14e+17,3e+17,6e+17,31606.84,103.392,903,156,98,none
NOLSM32524011,3,35,2025-05-08,1,wet,1044.6,31.58,0.24,116,706.79,3,0.918,15.578,15.15,20.008,198.631,89.927,498.475,4029.108,4961.987,4.895,91.058,30.015,1,61.837,H,524.481,108.908,2,2075.0,2223.0,943.0,5241.0,69.576,50.165,1.031,2,8640000000000000.0,1.19e+17,4.65e+17,3.01e+17,6e+17,31188.924,103.999,909,153,99,none
